comment_id, status_id, parent_id, comment_message, comment_author, comment_published, num_reactions, num_likes, num_loves, num_wows, num_hahas, num_sads, num_angrys, num_special, sentiment, confidence
1719440594745823_1719692694720613, 139809379375627_1719440594745823, 1719440594745823_1719651544724728, David please check back with the Skeeters. They can verify your address with the MyNeighborhood feature on our website. So sorry about that., The City of Sugar Land Texas ? City Government, 2018-05-16 15:36:38, 0, 0, 0, 0, 0, 0, 0, 0, neg, 1.00
1719440594745823_1719696351386914, 139809379375627_1719440594745823, 1719440594745823_1719651544724728, Hope this works what?s a number they can call if they are hesitant again?, N/A, 2018-05-16 15:42:12, 0, 0, 0, 0, 0, 0, 0, 0, pos, 1.00
1719440594745823_1719697704720112, 139809379375627_1719440594745823, 1719440594745823_1719651544724728, David Gilbert Parker Please try 281-240-HITS., The City of Sugar Land Texas ? City Government, 2018-05-16 15:44:52, 0, 0, 0, 0, 0, 0, 0, 0, neg, 0.71
1719440594745823_1719707758052440, 139809379375627_1719440594745823, 1719440594745823_1719651544724728, Thanks, N/A, 2018-05-16 15:52:23, 0, 0, 0, 0, 0, 0, 0, 0,  , 
1718717981484751_1718759174813965, 139809379375627_1718717981484751, , Still remember the time when I was in that room in 2016? #ysealiicmaprofellows, N/A, 2018-05-15 18:14:39, 1, 1, 0, 0, 0, 0, 0, 0, neg, 1.00
1718717981484751_1718845764805306, 139809379375627_1718717981484751, 1718717981484751_1718759174813965, Me too! Hope you are well., N/A, 2018-05-15 20:09:50, 1, 1, 0, 0, 0, 0, 0, 0, neg, 1.00
1718717981484751_1718941368129079, 139809379375627_1718717981484751, 1718717981484751_1718759174813965, Thank you Cindy Dees  how are you? Hope you are in good health too with ur family, N/A, 2018-05-15 21:32:27, 1, 1, 0, 0, 0, 0, 0, 0, neg, 1.00
1718717981484751_1718724834817399, 139809379375627_1718717981484751, , Hello, N/A, 2018-05-15 17:41:12, 0, 0, 0, 0, 0, 0, 0, 0,  , 
1718606454829237_1718617238161492, 139809379375627_1718606454829237, , 1. Cottonmouth (venomous) 2.Copperhead (venomous)  and 3. Ratsnake (non-venomous), N/A, 2018-05-15 14:34:35, 2, 2, 0, 0, 0, 0, 0, 0, neg, 1.00
1718606454829237_1718621288161087, 139809379375627_1718606454829237, , I agree with Veronica?s identifications. Also they?re all harmless if you leave them alone! ?, N/A, 2018-05-15 14:41:14, 2, 1, 1, 0, 0, 0, 0, 0, neg, 1.00
1718606454829237_1718651518158064, 139809379375627_1718606454829237, , I think you may have your numbering off...#2 is the copperhead - the Hershey's kiss marks are the giveaway., N/A, 2018-05-15 15:31:30, 2, 1, 1, 0, 0, 0, 0, 0, neg, 0.71
1718606454829237_1718869038136312, 139809379375627_1718606454829237, 1718606454829237_1718651518158064, Yes I sure did!  I just went clockwise and didn't pay attention to the numbers.  Thanks for pointing that out.  I've corrected my post., N/A, 2018-05-15 20:33:35, 1, 1, 0, 0, 0, 0, 0, 0, neg, 1.00
1718606454829237_1719031608120055, 139809379375627_1718606454829237, , Nataly Castillo, N/A, 2018-05-15 23:36:32, 1, 1, 0, 0, 0, 0, 0, 0,  , 
1718606454829237_1719063551450194, 139809379375627_1718606454829237, 1718606454829237_1719031608120055, I was iffy about number 1 but got 2 and 3 right, N/A, 2018-05-16 00:27:45, 0, 0, 0, 0, 0, 0, 0, 0, neg, 1.00
1718606454829237_1719114121445137, 139809379375627_1718606454829237, , What a coincidence! This was from last night at the house. The bayou is a couple of houses away from us. Can anyone identify? Couldn?t get a good look at the head. I?m thinking water moccasin or broad banded water snake. Could have been just passing through but we definitely want to put some type of repellent with all my nieces and nephews around. Any suggestions?, N/A, 2018-05-16 01:47:24, 0, 0, 0, 0, 0, 0, 0, 0, neg, 1.00
1718606454829237_1719447564745126, 139809379375627_1718606454829237, 1718606454829237_1719114121445137, That?s a harmless nonvenomous rat snake. I?d much rather see him (or her) than the rodents they eat!, N/A, 2018-05-16 09:51:06, 1, 1, 0, 0, 0, 0, 0, 0, pos, 0.57
1718606454829237_1719442648078951, 139809379375627_1718606454829237, , Great job you guys! 1- Cottonmouth. 2- Copperhead and 3- Rat Snake., The City of Sugar Land Texas ? City Government, 2018-05-16 09:44:32, 3, 3, 0, 0, 0, 0, 0, 0, neg, 0.86
1718606454829237_1726877227335493, 139809379375627_1718606454829237, , We also have a lot of coral snakes around our house.  They are not threatening at all very placid., N/A, 2018-05-23 14:24:02, 0, 0, 0, 0, 0, 0, 0, 0, pos, 0.57
1718456678177548_1718545311502018, 139809379375627_1718456678177548, , Thank you for all you do!!, N/A, 2018-05-15 12:37:51, 0, 0, 0, 0, 0, 0, 0, 0, neg, 1.00
1717816024908280_1717903644899518, 139809379375627_1717816024908280, , Zeeshan Khan, N/A, 2018-05-14 21:04:39, 0, 0, 0, 0, 0, 0, 0, 0,  , 
1717816024908280_1718553751501174, 139809379375627_1717816024908280, , Hala Martakouch, N/A, 2018-05-15 12:49:38, 1, 1, 0, 0, 0, 0, 0, 0,  , 
1717816024908280_1718625384827344, 139809379375627_1717816024908280, 1717816024908280_1718553751501174, ?? thank you, N/A, 2018-05-15 14:47:58, 0, 0, 0, 0, 0, 0, 0, 0,  , 
1717816024908280_1718627321493817, 139809379375627_1717816024908280, 1717816024908280_1718553751501174, Hala Martakouch We should go there someday, N/A, 2018-05-15 14:50:59, 0, 0, 0, 0, 0, 0, 0, 0, neg, 1.00
1717816024908280_1719053691451180, 139809379375627_1717816024908280, , Lani Ordoña-Lopez Benny J. Lopez, N/A, 2018-05-16 00:13:22, 2, 2, 0, 0, 0, 0, 0, 0, neg, 0.86
1717462224943660_1717489874940895, 139809379375627_1717462224943660, , So where are the intersection improvements?Only traffic safety I see is the traffic pirates with lidar but yall fail to stop and pull dangerous items off 59.   So are you in it for revenue or public safety., N/A, 2018-05-14 10:37:23, 0, 0, 0, 0, 0, 0, 0, 0, neg, 1.00
1717462224943660_1717517028271513, 139809379375627_1717462224943660, , Civil penalty you do not have to pay these tickets., N/A, 2018-05-14 11:21:57, 2, 1, 0, 0, 1, 0, 0, 0, neg, 1.00
1717462224943660_1717712944918588, 139809379375627_1717462224943660, 1717462224943660_1717517028271513, Who told you that? lol, N/A, 2018-05-14 16:16:04, 0, 0, 0, 0, 0, 0, 0, 0, neg, 0.57
1717462224943660_1717702394919643, 139809379375627_1717462224943660, , I am against red light cameras because the city did not let citizens vote on the issue., N/A, 2018-05-14 15:59:39, 2, 2, 0, 0, 0, 0, 0, 0, pos, 0.86
1717462224943660_1717731261583423, 139809379375627_1717462224943660, , Why would they before I brought this to the front they were making around $2 million a year from the cameras., N/A, 2018-05-14 16:47:22, 1, 1, 0, 0, 0, 0, 0, 0, neg, 1.00
1717462224943660_1717777068245509, 139809379375627_1717462224943660, , Thank you Chief Brinkley for providing us with FACTS??.  SLPD is the best ?????, N/A, 2018-05-14 18:20:29, 0, 0, 0, 0, 0, 0, 0, 0, pos, 1.00
1714398658583350_1714410598582156, 139809379375627_1714398658583350, , Nice day for a ride, N/A, 2018-05-11 08:53:01, 0, 0, 0, 0, 0, 0, 0, 0, pos, 1.00
1714398658583350_1714410431915506, 139809379375627_1714398658583350, , Hello, N/A, 2018-05-11 08:52:49, 0, 0, 0, 0, 0, 0, 0, 0,  , 
1714398658583350_1714403055249577, 139809379375627_1714398658583350, , ?, Fatima Haq Realtor - Keller Williams Southwest, 2018-05-11 08:46:33, 0, 0, 0, 0, 0, 0, 0, 0,  , 
1714398658583350_1714401805249702, 139809379375627_1714398658583350, , ?, Fatima Haq Realtor - Keller Williams Southwest, 2018-05-11 08:45:19, 0, 0, 0, 0, 0, 0, 0, 0,  , 
1714387121917837_1714388195251063, 139809379375627_1714387121917837, , I don't see CAST. where are they?, N/A, 2018-05-11 08:33:36, 0, 0, 0, 0, 0, 0, 0, 0, neg, 1.00
1714387121917837_1714390645250818, 139809379375627_1714387121917837, , Hello from Lake City Iowa ?, N/A, 2018-05-11 08:35:42, 0, 0, 0, 0, 0, 0, 0, 0, neg, 0.86
1713657725324110_1714852711871278, 139809379375627_1713657725324110, , Bill McGrath, N/A, 2018-05-11 19:03:57, 0, 0, 0, 0, 0, 0, 0, 0,  , 
1713657725324110_1714853008537915, 139809379375627_1713657725324110, , Nice save Garrett!, N/A, 2018-05-11 19:04:22, 0, 0, 0, 0, 0, 0, 0, 0,  , 
1713462955343587_1713780098645206, 139809379375627_1713462955343587, , Yay Jennie!  I won't be able to make it this year but still out there every single day., N/A, 2018-05-10 17:56:41, 0, 0, 0, 0, 0, 0, 0, 0, neg, 1.00
1713462955343587_1713464592010090, 139809379375627_1713462955343587, , That is very important! Good idea!!, N/A, 2018-05-10 10:07:10, 0, 0, 0, 0, 0, 0, 0, 0, neg, 0.86
1713462955343587_1713463755343507, 139809379375627_1713462955343587, , Great tips!! Thank you ?, N/A, 2018-05-10 10:06:15, 0, 0, 0, 0, 0, 0, 0, 0, neg, 0.86
1713462955343587_1713520998671116, 139809379375627_1713462955343587, , Bike to work day tomorrow!!!, N/A, 2018-05-10 11:15:35, 0, 0, 0, 0, 0, 0, 0, 0, neg, 0.86
1713462955343587_1714319438591272, 139809379375627_1713462955343587, , Jennie from the block!, N/A, 2018-05-11 06:54:23, 0, 0, 0, 0, 0, 0, 0, 0, neg, 0.86
1713462955343587_1713470182009531, 139809379375627_1713462955343587, , Hello, N/A, 2018-05-10 10:14:51, 0, 0, 0, 0, 0, 0, 0, 0,  , 
1713462955343587_1713469955342887, 139809379375627_1713462955343587, , Hello, N/A, 2018-05-10 10:14:33, 0, 0, 0, 0, 0, 0, 0, 0,  , 
1713462955343587_1713718265318056, 139809379375627_1713462955343587, , Hi Jenny, N/A, 2018-05-10 16:05:04, 0, 0, 0, 0, 0, 0, 0, 0,  , 
1712821185407764_1712853892071160, 139809379375627_1712821185407764, , Buy flood insurance people!, N/A, 2018-05-09 20:55:50, 0, 0, 0, 0, 0, 0, 0, 0, neg, 0.86
1712821185407764_1713408612015688, 139809379375627_1712821185407764, 1712821185407764_1712853892071160, Yes every year., N/A, 2018-05-10 08:52:21, 1, 1, 0, 0, 0, 0, 0, 0,  , 
1712458155444067_1712829055406977, 139809379375627_1712458155444067, , SLFD is the best??. Thank you for your service ??, N/A, 2018-05-09 20:15:22, 1, 1, 0, 0, 0, 0, 0, 0, pos, 1.00
1712458155444067_1712463038776912, 139809379375627_1712458155444067, , ?, N/A, 2018-05-09 10:06:50, 2, 2, 0, 0, 0, 0, 0, 0,  , 
1712458155444067_1712491845440698, 139809379375627_1712458155444067, , Great for Sugar Land.  ?, N/A, 2018-05-09 10:48:21, 0, 0, 0, 0, 0, 0, 0, 0, neg, 0.86
1711492955540587_1711499855539897, 139809379375627_1711492955540587, , I have been extremely pleased with the app. You guys are super fast with responding!! Diego the Environmental Mgr and John Luna have been very helpful!, N/A, 2018-05-08 08:55:21, 2, 2, 0, 0, 0, 0, 0, 0, neg, 0.71
1711492955540587_1711496772206872, 139809379375627_1711492955540587, , Sound is low, N/A, 2018-05-08 08:52:28, 2, 2, 0, 0, 0, 0, 0, 0,  , 
1711492955540587_1711497498873466, 139809379375627_1711492955540587, , can hear now!!!!, N/A, 2018-05-08 08:53:00, 1, 1, 0, 0, 0, 0, 0, 0,  , 
1711492955540587_1711497335540149, 139809379375627_1711492955540587, , Great now thx, N/A, 2018-05-08 08:52:50, 1, 1, 0, 0, 0, 0, 0, 0,  , 
1711492955540587_1711668552189694, 139809379375627_1711492955540587, , Great job Michelle & Priscilla - Yay for 311??, N/A, 2018-05-08 12:40:19, 0, 0, 0, 0, 0, 0, 0, 0, neg, 0.86
1711492955540587_1711498195540063, 139809379375627_1711492955540587, , good morning and thank you all!!!, N/A, 2018-05-08 08:53:45, 0, 0, 0, 0, 0, 0, 0, 0, pos, 0.71
1711492955540587_1711497332206816, 139809379375627_1711492955540587, , no sound. :(, N/A, 2018-05-08 08:52:50, 0, 0, 0, 0, 0, 0, 0, 0,  , 
1711492955540587_1711528732203676, 139809379375627_1711492955540587, , Hello, N/A, 2018-05-08 09:33:39, 0, 0, 0, 0, 0, 0, 0, 0,  , 
1710779088945307_1710780582278491, 139809379375627_1710779088945307, , Good job SLPD!, N/A, 2018-05-07 13:27:44, 0, 0, 0, 0, 0, 0, 0, 0,  , 
1710779088945307_1710783388944877, 139809379375627_1710779088945307, , SLPD is the best ??????, N/A, 2018-05-07 13:32:39, 0, 0, 0, 0, 0, 0, 0, 0, pos, 1.00
1710779088945307_1710800728943143, 139809379375627_1710779088945307, , Ryan Kinnear Jacob Matthews - right by my place! Crazy., N/A, 2018-05-07 13:58:49, 1, 1, 0, 0, 0, 0, 0, 0, pos, 0.57
1710779088945307_1710922232264326, 139809379375627_1710779088945307, , I have a lot of respect for Sugarland police ???? police ? my good bless and protect them ??, N/A, 2018-05-07 17:36:16, 0, 0, 0, 0, 0, 0, 0, 0, pos, 1.00
1709798902376659_1709970392359510, 139809379375627_1709798902376659, , Laura Castellanos, N/A, 2018-05-06 16:40:21, 0, 0, 0, 0, 0, 0, 0, 0,  , 
1708045869218629_1708117939211422, 139809379375627_1708045869218629, , Fantastic video - great job SL City Employees you are appreciated??, N/A, 2018-05-04 19:29:52, 0, 0, 0, 0, 0, 0, 0, 0, neg, 0.57
1708045869218629_1708157279207488, 139809379375627_1708045869218629, , Do y?all have a fire department?, N/A, 2018-05-04 20:39:48, 18, 18, 0, 0, 0, 0, 0, 0, pos, 1.00
1708045869218629_1708172639205952, 139809379375627_1708045869218629, , Allen Bogard you included the Police but you failed to recognize the OUTSTANDING Firefighters and EMS for their crucial and vital role in the Sugar Land?s Public Service. It might not mean much to some but it means the world to me. They as public servants risk THEIR LIVES to SAVE LIVES. They deserve proper recognition. Happy National Firefighter?s Day., N/A, 2018-05-04 21:07:08, 19, 15, 4, 0, 0, 0, 0, 0, pos, 0.86
1708045869218629_1708179732538576, 139809379375627_1708045869218629, , For example did you know you forgot to mention the fire department? Way to go folks in once again letting them down in the simplest of forms!, N/A, 2018-05-04 21:17:48, 17, 17, 0, 0, 0, 0, 0, 0, neg, 1.00
1708045869218629_1708189042537645, 139809379375627_1708045869218629, , Just like a lot of fire departments out there forgotten like in this video used as the cities kicking dog and blamed for the budgetary shortfalls! Way to go City Manager for showing your support for everyone except for one of your essential departments that are ALWAYS there! As the son of a retired Sugar Land Battalion Chief I was able to see how politics played in keeping the certain departments at bay congrats and well played in this video your political game will only get someone hurt!, N/A, 2018-05-04 21:33:16, 6, 6, 0, 0, 0, 0, 0, 0, neg, 0.86
1708045869218629_1708191525870730, 139809379375627_1708045869218629, , I heard he and Mayor Zimmerman had to lay off 25 firefighters because  the city budget was mismanaged somehow. Considering how much my property taxes have risen it seems to me like it?s time for new city management., N/A, 2018-05-04 21:37:15, 5, 3, 0, 0, 0, 1, 1, 0, neg, 1.00
1708045869218629_1708192342537315, 139809379375627_1708045869218629, , Is the fire department not employed by the city in sugar land?And they did this on national firefighters day? seems like more then just a coincidence. Low blow SMH, N/A, 2018-05-04 21:38:38, 10, 10, 0, 0, 0, 0, 0, 0, neg, 1.00
1708045869218629_1708208945868988, 139809379375627_1708045869218629, , Congrats Sugar Land... too bad many of the statistics you just took credit for were due to the unrelenting efforts of your under appreciated FIRE DEPARTMENT. Way to give them credit... I believe it was them who answered the calls to the worst US flooding crisis in history... Unbelievable. ????, N/A, 2018-05-04 21:59:22, 11, 10, 1, 0, 0, 0, 0, 0, neg, 1.00
1708045869218629_1708218599201356, 139809379375627_1708045869218629, , And thank you to the Sugar Land Fire Dept.... guess that?s too much to ask for the city to say. Probably wasn?t enough in the video budget to mention those guys., N/A, 2018-05-04 22:13:56, 9, 8, 0, 0, 1, 0, 0, 0, neg, 1.00
1708045869218629_1708219619201254, 139809379375627_1708045869218629, , If you are not going to recognize ALL then you probably shouldn't recognize  ANY. It's a shame that the Fire Department got left out of the video and recognition and I am sure they all are very aware of it BUT when needed they will still do an amazing job despite how they are treated. ALSO HAPPY NATIONAL FIREFIGHTERS DAY!!! THANK YOU FOR SACRIFICING SO THAT WE AS CITIZENS CAN BE KEPT SAFE!!, N/A, 2018-05-04 22:14:51, 10, 10, 0, 0, 0, 0, 0, 0, pos, 0.71
1708045869218629_1708220442534505, 139809379375627_1708045869218629, , I understand that every city entity is equally important and has a vital role in helping a city maintain its up keep and to bring in revenue but what about your fire department? Those men and women who put they?re lives on the line for the city who?s ?job? is to care for the well being of the citizen deserve to be recognized and appreciated just as much as every other city entity., N/A, 2018-05-04 22:16:42, 5, 5, 0, 0, 0, 0, 0, 0, pos, 0.57
1708045869218629_1708222632534286, 139809379375627_1708045869218629, , Fire Department staffed below national standards. So busy that they regularly run out of ambulances so that none are available in the city and Fort Bend County has to cover the calls. They don?t even rate a mention. Shameful., N/A, 2018-05-04 22:20:19, 9, 8, 1, 0, 0, 0, 0, 0, neg, 0.71
1708045869218629_1708245529198663, 139809379375627_1708045869218629, , Surly there is a sequel including the FD. SMH., N/A, 2018-05-04 23:02:17, 7, 5, 0, 0, 2, 0, 0, 0, neg, 1.00
1708045869218629_1708297269193489, 139809379375627_1708045869218629, , Thank you Sugarland Firefighters for all that you do for your community!! You are important to us!!, N/A, 2018-05-05 00:16:20, 7, 7, 0, 0, 0, 0, 0, 0, neg, 1.00
1708045869218629_1708593542497195, 139809379375627_1708045869218629, , Sooo what about the firefighters?? You know..the ones that fight fire...and save lives. They are a vital part of this community. They are the first responders who are put in dangerous situations. At least some type of acknowledgement would be nice. I appreciate the firefighters that continue to do an excellent job in the community regardless of the obstacles they have in their way. Thank you Firefighters!!, N/A, 2018-05-05 08:16:05, 6, 5, 1, 0, 0, 0, 0, 0, pos, 1.00
1708045869218629_1708619689161247, 139809379375627_1708045869218629, , And the fire department? Do we not recognize the fire department?, N/A, 2018-05-05 08:42:13, 3, 3, 0, 0, 0, 0, 0, 0, pos, 0.71
1708045869218629_1708683952488154, 139809379375627_1708045869218629, , Thank You Fire Dept. I.T. Dept. and all those left out., N/A, 2018-05-05 10:00:41, 5, 5, 0, 0, 0, 0, 0, 0, neg, 1.00
1708045869218629_1708790609144155, 139809379375627_1708045869218629, , Thank you to the fire dept.... they should never go unrecognized, N/A, 2018-05-05 12:15:28, 4, 4, 0, 0, 0, 0, 0, 0, neg, 1.00
1708045869218629_1708846942471855, 139809379375627_1708045869218629, , We love our firefighters and all employees from all of our departments. We have a weeks worth of videos and recognition posts lined up for Public Service Recognition Week. This video was just the first of many employee shout outs., The City of Sugar Land Texas ? City Government, 2018-05-05 13:35:46, 2, 1, 0, 0, 0, 0, 1, 0, neg, 0.57
1708045869218629_1708849459138270, 139809379375627_1708045869218629, 1708045869218629_1708846942471855, But why weren't the FFS mentioned when you said you would like to thank ALL of your public servants? And the video was posted on international FF day. Very poor taste., N/A, 2018-05-05 13:38:40, 7, 7, 0, 0, 0, 0, 0, 0, neg, 1.00
1708045869218629_1708869685802914, 139809379375627_1708045869218629, 1708045869218629_1708846942471855, , N/A, 2018-05-05 14:08:15, 3, 2, 0, 0, 1, 0, 0, 0,  , 
1708045869218629_1709792339043982, 139809379375627_1708045869218629, 1708045869218629_1708846942471855, Oh quick..... now we must scramble to make a video with firefighters and paramedics in it to make us look good....., N/A, 2018-05-06 12:18:52, 1, 1, 0, 0, 0, 0, 0, 0, pos, 0.57
1708045869218629_1708873305802552, 139809379375627_1708045869218629, , , N/A, 2018-05-05 14:13:44, 1, 0, 0, 0, 1, 0, 0, 0,  , 
1708045869218629_1708928685797014, 139809379375627_1708045869218629, , I guess he did say ?all city employees?., N/A, 2018-05-05 15:34:27, 0, 0, 0, 0, 0, 0, 0, 0, neg, 1.00
1708045869218629_1709234322433117, 139809379375627_1708045869218629, , Um where is the fire dept. ? Or the city is doing so well on not having fires?, N/A, 2018-05-05 22:54:41, 1, 1, 0, 0, 0, 0, 0, 0, neg, 1.00
1708045869218629_1709511459072070, 139809379375627_1708045869218629, , Sounds like  ?ohoh we forgot the firefighters and paramedics. Better make another video!, N/A, 2018-05-06 06:43:05, 2, 2, 0, 0, 0, 0, 0, 0, neg, 1.00
1708045869218629_1709551175734765, 139809379375627_1708045869218629, , So the Fire Department wasn?t quite important enough to interview when Friday was International Firefighter Day???, N/A, 2018-05-06 07:35:35, 2, 2, 0, 0, 0, 0, 0, 0, neg, 1.00
1708045869218629_1709688355721047, 139809379375627_1708045869218629, , FTP, N/A, 2018-05-06 10:27:28, 1, 1, 0, 0, 0, 0, 0, 0,  , 
1708045869218629_1709724965717386, 139809379375627_1708045869218629, , Some of that guys hair? No recognition for the Fire Department?, N/A, 2018-05-06 11:14:26, 0, 0, 0, 0, 0, 0, 0, 0, neg, 0.71
1707811269242089_1707921752564374, 139809379375627_1707811269242089, , Totally wrong we have lost through this man and the mayor getting rid of 25 fire officers making your safety of youyour home and your family more vulnerable. The SLFA president in an open letter said that at times the city was only 8% covered and people doing EMS and fire duty was not good for either parties. The city has under this mayor over spent millions on unnecessary projects which have made you and the city less safe., N/A, 2018-05-04 14:10:26, 1, 1, 0, 0, 0, 0, 0, 0, neg, 1.00
1707811269242089_1708040972552452, 139809379375627_1707811269242089, 1707811269242089_1707921752564374, Hello Roy budget and staffing levels have been increased. I believe we?ve already addressed and corrected this misinformation in the past. Here is a helpful link: http://www.sugarlandtx.gov/1600/Rumor-versus-Fact. Again if you need more clarification you can give us a call., The City of Sugar Land Texas ? City Government, 2018-05-04 17:16:17, 0, 0, 0, 0, 0, 0, 0, 0, neg, 1.00
1707811269242089_1707940849229131, 139809379375627_1707811269242089, , I love living in Sugar Land....we have the best Police & Fire Departments - thank you all for your service ????, N/A, 2018-05-04 14:37:14, 0, 0, 0, 0, 0, 0, 0, 0, pos, 1.00
1707811269242089_1708154505874432, 139809379375627_1707811269242089, , Phyllis Bartoo Ashon I agree but the fire officers will tell you they are under manned., N/A, 2018-05-04 20:34:12, 0, 0, 0, 0, 0, 0, 0, 0, neg, 1.00
1707811269242089_1708228202533729, 139809379375627_1707811269242089, , The ?industry experts? are paid consultants. They?ll tell you what you pay them to say. I?m as qualified as any of them. There may be no ?federal standards? but those national ?consensus standards? are still not being met. The Sugar Land Fire Dept. is dangerously understaffed. Who cares how many structure fires there are in Sugar Land. If my house catches fire I want an adequate number of firefighters to respond. Also SLFD runs out of ambulances on a daily basis and Fort Bend County has to cover the calls., N/A, 2018-05-04 22:30:25, 0, 0, 0, 0, 0, 0, 0, 0, pos, 0.57
1707811269242089_1708344759188740, 139809379375627_1707811269242089, , Impressive numbers too bad you don't care about the actual people making those calls & saving lives. Knowingly putting this city & its firefighters in danger due to severe understaffing is criminal!  By the way great job on that May 4th video praising every single city department EXCEPT Fire/EMS. And you even had the audacity to post that blatant slap in the face ON National Firefighters Day. Just wow...you have heard that saying about karma right?, N/A, 2018-05-05 01:44:14, 2, 2, 0, 0, 0, 0, 0, 0, neg, 1.00
1707811269242089_1708598185830064, 139809379375627_1707811269242089, , All of this but weren?t appreciated enough to be put on your Public Service Appreciation video? Just use their stats to help out the day before elections?, N/A, 2018-05-05 08:20:27, 0, 0, 0, 0, 0, 0, 0, 0, pos, 0.71
1706767879346428_1706816946008188, 139809379375627_1706767879346428, , These birds are everywhere in Sugar Land and are frequent visitors during the night. For all our friends in Sugar Land take care now as the fledglings are trying their best to get their wings., N/A, 2018-05-03 12:48:23, 0, 0, 0, 0, 0, 0, 0, 0, pos, 0.57
1705528486137034_1705579126131970, 139809379375627_1705528486137034, , Wesley Miller, N/A, 2018-05-02 10:08:18, 0, 0, 0, 0, 0, 0, 0, 0,  , 
1705528486137034_1709949439028272, 139809379375627_1705528486137034, , Thanks for posting this!, N/A, 2018-05-06 16:02:12, 0, 0, 0, 0, 0, 0, 0, 0, neg, 0.86
1705528486137034_1712613812095168, 139809379375627_1705528486137034, , This is just perfect. Not only does Highway 6 and 59 look totally embarrassing due to the not passing of the tax increase but now we're going to cut down 35 year old pecan trees to make the street wider that's not going to help the traffic problem., N/A, 2018-05-09 13:52:36, 0, 0, 0, 0, 0, 0, 0, 0, neg, 0.57
